"","Gun Control","Gun Rights","Neither","MeanDecreaseAccuracy","MeanDecreaseGini"
"X._fakenews",0.66981312110267,-0.217664452258355,0,0.253705396391576,0.12286914131102
"X._presidenttrump",1.00083437644887,1.1104005048282,1.00083437644887,1.439567090267,0.184230313870611
"X._gunrights",9.80577184462284,2.79092451808666,1.72778841712784,9.31169204900949,1.56128844584013
"X._teaparty",1.41578753454903,-0.0577387571322082,0,0.706773029169557,0.114437014352281
"X._vets",0.520739172712076,0.545797999087266,-1.41642725118563,-0.0102327472010683,0.163876490625943
"X._tlot",1.4162489494331,-1.25102266698905,1.41639747596168,-0.208440075349778,0.104945509293865
"X._pjnet",1.73634434534401,-0.0217397395691465,1.00083437644887,1.42930876545417,0.18473567289384
"X._plannedparenthood",1.00083437644887,-1.00083437644887,0,-0.0140810894018465,0.0422950153893429
"X._p2",0,0,0,0,0.0497219323530749
"X._potus",3.8909875905144,-0.0994507805895617,-0.692423421918622,2.54131239008859,0.409774697876827
"X._nratv",6.37502598968756,5.88279623544421,1.41639747596168,7.67305351547528,1.31321604857916
"X._2adefender",0,0,0,0,0.06358973604847
"X._2ashallnotbeinfringed",6.21796479013294,2.6823914687411,0,5.76360396143839,0.555080250638013
"X._2adefenders",10.1628276042024,2.00926026013731,2.65137344147832,8.73472687195224,2.31416925436688
"X._boycottfedex",4.42763723760778,6.4790112312366,0,6.12580480088059,0.675111366539
"X._fedexbloodmoney",0.954957745290255,1.73511438777761,1.00083437644887,1.71718950733627,0.14479249475859
"X._guncontrolnever",5.7535911701549,4.27361080114032,1.00083437644887,6.0124863504595,0.57535458402284
"X._deepstate",0,1.00083437644887,-1.00083437644887,-0.0159113850694183,0.0699508078855474
"X._msm",1.00083437644887,0.600343925292797,0,1.02801057905316,0.108796846808136
"X._evil",0.690439599441056,1.41653796006075,0,1.14863079905178,0.1574300986452
"X._leftists",1.73591188750655,2.46092246073085,0,3.02230591321863,0.147108391931927
"X._schoolshootings",-2.17862890279505,3.6964118268909,0,0.842439460904746,0.27632176054258
"X._trumpsamerica",-1.41520969102111,1.41632933998596,0,-0.0109867769751328,0.148455503668143
"X._gunviolence",2.13426882551073,1.21025444791133,0,2.20326580573636,0.176841939385267
"X._israel",2.66026031008874,1.72261611589985,0.5832793499924,2.73869991218222,0.267089515877984
"X._colddeadhands",0,0,0,0,0.0419855859375378
"X._ups",0,0,0,0,0.0588010212464474
"X._esg",0.530559500783664,0,0,0.572885502895042,0.056921859603041
"X._shameonyou",0,0,0,0,0.0849764093432944
"X._boycotnra",0.981667817759775,0,0,0.961818633420793,0.173922793225801
"X._supportthenra",3.54419991869441,-1.88926956535846,1.00083437644887,2.47471935415624,0.24908370982638
"X._lol",-0.562666448764371,1.41621369444454,0,0.434156005040478,0.0651617891285052
"X._nralifemember",2.90852817980589,2.00557338102311,0,2.93187132301271,0.151256745157776
"X._2ndamendmentrights",4.59110879426537,1.32829989687762,1.00083437644887,4.15811097659729,0.368596153796035
"X._expectus",0.63067059392739,1.00083437644887,0,0.87056462624951,0.113325467911263
"X._standwithnra",1.41625489362996,0.0252498015544359,0,1.00109409259235,0.0738469740201707
"X._liberallogic",1.89089109027542,2.32896928503436,0,2.88824644817154,0.203839227393064
"X._firesheriffisrael",0,-1.00083437644887,0,-1.00083437644887,0.0876367114803546
"X._redwaverising",0,0,0,0,0.0125451055491316
"X._right",0,-1.00083437644887,0,-1.00083437644887,0.0304249025726915
"X._parklandschoolshooting",0.283142897084489,1.68283530614197,0,1.6467250711918,0.119051540962528
"X._lastword",-1.00083437644887,1.41587103766733,0,1.00083437644887,0.137633653874854
"X._morningjoe",1.26504039658343,2.13835765139925,1.41640832103724,3.02281925524057,0.21697168397085
"X._cops",0.0316263874487878,1.00083437644887,0,0.412134422084666,0.117306802302477
"X._schoolshooting",1.427990051558,1.24953648909103,-1.00083437644887,1.68158405524546,0.180667402132252
"X._supportnra",2.00420004491496,1.73512754466915,0,2.3458669667996,0.130244743495847
"X._gunfreezones",0,0,0,0,0.10590826434971
"X._hypocrisy",2.00605550035626,0,0,2.00661087860992,0.134735142651077
"X._molonlabe",8.79621727116351,2.64177340338435,1.00083437644887,8.24529725566386,1.3453457626884
"X._liberalismisamentaldisorder",6.85773888370857,1.40948024182124,0,5.86809574794033,0.847719335880653
"X._russian",-1.00083437644887,0,0,-1.00083437644887,0.0608906907777179
"X._americans",0.208534053622328,1.35385142357641,0,0.797992563139554,0.0832042908655528
"X._campuscarry",0,0,0,0,0.015745662742516
"X._impeach",0.550800778682309,2.8582566495165,3.7259460006115,3.73802817731018,0.350317332421024
"X._boycott",0.96095281686382,0.475891822705682,4.85419200438609,3.9767362694542,0.414140893503725
"X._gunlobby",-1.0311834710222,2.00587825023561,2.83254681745671,0.628980095619297,0.125166262054566
"X._humanity",0,1.00083437644887,0,1.00083437644887,0.0919087129438502
"X._podcast",1.00083437644887,1.73195434718888,0,2.00570563078611,0.0627536545713499
"X._dnc",1.73534193581221,-1.00083437644887,0,1.41620429552874,0.0856528077053701
"X._republicans",1.3443291081647,1.16384968891741,0,1.5367622415259,0.236898839083563
"X._nrabloodonyourhands",1.33027219290968,3.07621097024722,0,2.78173587089731,0.159747377438641
"X._alexjones",1.00083437644887,0,0,1.00083437644887,0.0654440691240324
"X._trumptrain",4.41528574518601,1.29855176180605,1.00083437644887,3.96745477346927,0.426455565697403
"X._news",1.30405891777432,1.44605208260244,2.39061869317428,2.19271694328356,0.18669515745387
"X._armmewith",0,1.00083437644887,0,1.00083437644887,0.00507569893041725
"X._gunsafety",-1.52113082168178,0.955201130566819,0,-0.442984339449558,0.114146316145325
"X._bluetsunami2018",0,0,0,0,0.0445910555861904
"X._aipac",-1.00083437644887,1.00083437644887,0,-0.00197515668669285,0.160979618526865
"X._shootings",2.11742652436717,-1.41648152443655,0,1.40195873068649,0.0856209054627877
"X._parenting",0.0515141007330659,0,0,0.030254443348344,0.0670508376535066
"X._violence",-0.533338614818222,1.00083437644887,0,-0.245869839214902,0.0930871228049197
"X._march1nraboycott",0,0,0,0,0.0601051995079164
"X._democrat",1.73566667651579,0.460774354592525,0,1.15976520369048,0.0553057652801676
"X._neveragainmsd",-0.268687049910067,1.73637549072676,0,0.605150548632322,0.181260278867524
"X._danaloesch",6.6790167432927,2.64344286309649,1.00083437644887,6.14965644042414,0.748375006935405
"X._parklandstrong",2.48921851331988,5.09231001489323,0,4.5531569815749,0.460273026045698
"X._falseflag",1.73632625136571,0.701598016137505,0,1.20930083111026,0.0829488022737663
"X._parklandstudents",-0.798210228561326,5.11021204838076,0,3.47985098802289,0.469804823277621
"X._marionhammer",0,0,0,0,0.0249715969506739
"X._cnntownhall",0,0.574213793083686,0,0.570407878987688,0.0917574847428824
"X._pos",0,1.00083437644887,0,1.00083437644887,0.0264306799197532
"X._fuckthenra",0,1.41497700100828,0,1.4162746870991,0.0695814959835985
"X._tv",0.986170770887324,1.00083437644887,0,1.323252104188,0.0913043164090694
"X._nraisaterroristorganization",3.89908614594385,5.80466860702447,1.72285581623575,6.07831842445221,0.820675273905024
"X._gunfreezoneskill",0.00131552935890351,0.0231807246305861,0,0.00273076989221039,0.053862532195914
"X._nrastrong",2.00558354162286,1.00083437644887,0,2.2450812414021,0.110007213254403
"X._johnoliver",0,0,0,0,0.0516747799603959
"X._lastweektonight",0,1.00083437644887,0,1.00083437644887,0.121295905607617
"X._ar15s",1.00083437644887,1.41653950119867,0,1.73639236736209,0.0637945467509477
"X._nomore",-1.73624577982443,2.46063530914088,0,1.16286943468634,0.0968115792340176
"X._fisagate",1.00083437644887,1.00083437644887,0,1.41646134676134,0.0591019415952254
"X._lockthemallup",0,-1.00083437644887,0,-1.00083437644887,0.0199619643737175
"X._thread",2.24258398411123,1.00083437644887,0,2.13017813776326,0.0896488106664377
"X._metoo",0.783312922178433,3.05820843224833,3.24019770888726,3.4499558704146,0.331775027276594
"X._massshootings",0.862720863811557,6.7640364492543,2.9862985533159,6.17194092866725,0.674543828732746
"X._assaultweapons",-0.823475632107941,1.41640351721858,0,0.00710187538253003,0.111023142475306
"X._backgroundchecks",0,0,0,0,0.0345229779253955
"X._tytlive",-0.587163810920262,0,0,-0.564232712441024,0.0707858772942465
"X._boycottdelta",2.24533929766714,1.73626975418097,0,2.54377544771921,0.099707599680955
"X._sandyhook",1.4161615463722,1.41639219650852,0,1.6346944094401,0.0720339208687902
"X._caseycagle",2.31919940786804,1.73637694661488,0,2.70199692778152,0.157691654997597
"X._nazi",1.00083437644887,0,0,1.00083437644887,0.0327745812265448
"X._killthenra",0,1.00083437644887,0,1.00083437644887,0.0945233137684531
"X._nytimes",1.00083437644887,-1.00083437644887,0,-0.00199747479721741,0.0528786128349525
"X._veterans",0.978533059974291,-1.00083437644887,0,0.56753890281246,0.0780325068726487
"X._iowa",0,0,0,0,0.0100347956784587
"X._boycottamazon",1.44352752444465,3.34601877520158,0,2.90416014261749,0.235134765146464
"X._firescottisrael",0,0,0,0,0.0145565333638807
"X._amazonprime",0,0,0,0,0.0396758441246438
"X._texas",0,1.00083437644887,0,1.00083437644887,0.0374170114775534
"X._unarmed",1.00083437644887,0,0,1.00083437644887,0.00439463644182866
"X._school",2.15222515221215,0,0,2.13964275884807,0.0260986388993227
"X._siege",1.62858760053084,1.00083437644887,0,1.66400453106243,0.0103898956820898
"X._gunman",1.00083437644887,1.34845240251156,0,1.630644952399,0.0215745319321041
"X._military",0,0,0,0,0.0526825708007307
"X._2amendment",5.10529288339483,2.32479695074737,1.00083437644887,4.5890180237642,0.565645888150271
"X._boycottthenra",-0.593504747779907,1.00083437644887,0,-0.0301643268454478,0.123453632747923
"X._lawandlegislation",1.73598241258191,0,0,1.73638882773809,0.0177007264185031
"X._browardscowards",0,0,0,0,0.0147836369972479
"X._freedom",3.56326394158632,-1.3324619653563,0,2.13309281940395,0.218842167683075
"X._makeamericagreatagain",1.73577990346104,-1.00083437644887,0,1.00824940443258,0.0509690780549717
"X._iamthenra",6.30401011972736,3.4025491053693,1.00083437644887,5.79900549158801,0.677792823583729
"X._standandfight",0,0,0,0,0.00826651569523956
"X._jointhenra",1.41618259703029,-1.73577373392593,0,-0.566102391367824,0.0708755294171456
"X._neversurrender",0,0,0,0,0.00412745588075069
"X._periscope",1.87208045445489,2.54367699363049,2.63319811336725,3.36417663888441,0.253817274276957
"X._pph",1.34748497183353,2.20320943703605,1.96381560514838,2.58570104056731,0.295845482728171
"X._bnc",3.43671752621426,2.62274618189892,3.50807791789424,3.52932844795409,0.324474764825727
"X._jgf",3.35679356016747,2.92461363178341,4.09763066030557,3.98655153622548,0.5052721224458
"X._cbts",3.0743271716197,1.87345080849858,3.25306043993595,3.39453413340348,0.321541622861573
"X._closernation",2.74304337384068,2.01546359939668,2.84594930200744,3.03721966159293,0.258749881841077
"X._blog",1.73428196158302,1.90310043529526,1.94120473664764,2.59517001951444,0.21902204344925
"X._eggdrp",2.50737924639502,2.83600948108242,3.09814650991583,3.31249795169082,0.31782326059599
"X._monda",2.74010150139448,2.46156783789602,2.25863394839522,3.32684302954275,0.221525527866638
"X._2018shift",2.50743273818459,2.33006731028447,2.9338601427785,2.92861491014675,0.259588481508372
"X._16ascendants",3.45367086589865,3.25801081327138,4.50355962097109,4.59593451672618,0.404019630474062
"X._rtrrt",2.54699821792126,3.22347674692402,3.93275195005777,3.96090549771804,0.392326472869092
"X._surv",2.18109543921274,2.73084569759037,3.65057053589568,3.57688916514472,0.209825285814367
"X._blackpanther",1.90543923839736,1.41006973806239,2.94450056755593,2.97659115719713,0.161921009279218
"X._mosquemetoo",3.04982734038742,2.71346693021937,4.30065035340542,4.26027432567234,0.35803393645537
"X._illuminati",3.02615143899198,2.50237350660117,3.71720167115268,3.71599594008678,0.242952840551124
"X._visegrad",2.41669626146541,2.53509254811034,3.1345928918542,3.31074074771435,0.275209899063628
"X._survivor",1.38180344739313,3.00742804017586,3.38251218029471,3.41182696286117,0.223890757920597
"X._120db",2.07212494505609,2.5455265429813,3.05742958886794,3.18205193287509,0.233340595829421
"X._eu",3.01392750951607,3.00418254636975,3.75102378088079,3.94004588924158,0.325665722969508
"X._orban",2.68638869390072,3.00545691894261,3.50435033582237,3.60106073745165,0.206976354836364
"X._prep",2.00609930478961,2.83491133508724,3.54398827325763,3.53365676326188,0.278635010309915
"X._wakanda",2.90634635139061,2.10627345511039,3.31793595941944,3.37851291771383,0.269575833613813
"X._gunreformnow",3.60948475975008,10.9393493876037,2.53380810363148,10.1519389059948,2.6236305139195
"X._banassaultweapons",4.84121252333479,8.54985225597575,1.71525351554674,8.48956963211715,1.35444006893583
"X._march4ourlives",1.00083437644887,1.73143999770466,0,1.93909478328133,0.0576898959025717
"X._thoughtsandprayers",0,0,0,0,0.0135884073988504
"X._lgbt",1.41642131272763,0,0,1.41653960772505,0.0127509262085854
"X._votethemout2018",1.00083437644887,1.41657649394966,0,1.73617327831099,0.06956124104332
"X._massshooting",0,0,0,0,0.0176166668361711
"X._protectourchildren",0,0,0,0,0.000999569845762291
"X._parklandstudentsspeak",0.194960470609288,3.95275010915214,1.4157322349067,3.3781232245209,0.281426213762812
"X._votethemout",-0.419015454118223,2.54498905536287,0,1.44990931936217,0.166052222094389
"X._studentsstandup",1.41651847100571,1.41657514192857,0,2.00638249826578,0.0634026525274637
"X._commonsensegunlaws",1.08063178749404,3.80947188351723,0,3.18252358708607,0.334904830034668
"X._marjorystonemandouglas",0,0,0,0,0.00875669497360316
"X._schoolsafety",-0.996112275866002,1.73625864543928,0,0.0128440202332269,0.0541789402622624
"X._sayfie",0,0,0,0,0.0122959751691303
"X._peace",0,0,0,0,0.0113978287518506
"X._impeachtrump",0.0405411736421015,1.34759116321586,0,1.00979869207647,0.0630502564750435
"X._standingrock",1.41551281677936,0,0,1.41654002926217,0.0142905642485875
"X._blacklivesmatter",0,0,0,0,0.0243590216547143
"X._msdstrong",-1.41522693506238,2.24325444160159,0,1.35098014741381,0.0558641549203545
"X._womensmarch",0,1.00083437644887,0,1.00083437644887,0.0320867485893859
"X._tweetyournramembership",1.00083437644887,0,0,1.00083437644887,0.0407400295535147
"X._patriots",1.00083437644887,1.03233141505851,0,1.36514817866586,0.0865508080088612
"X._hoggwash",1.41656073176185,0.411213265830893,0,1.13815101291946,0.130042245548131
"X._sundaymorning",0,0,0,0,0.0202564641098497
"X._nramember",0,0,0,0,0.000532155970564118
"X._sjw",0,1.00083437644887,0,1.00083437644887,0.0186596784137019
"X._godblessamerica",1.00083437644887,0,0,1.00083437644887,0.00763790271203291
"X._oscars2018",0,0,0,0,0.0383899302204336
"X._comeandtakeit",1.41653483056121,0,0,1.41625306178075,0.078631580116637
"X._2ndammendment",1.00083437644887,0,0,1.00083437644887,0.0426503190139898
"X._mond",0,0,0,0,0.0139034797895192
"X._notonemore",-1.00083437644887,0,0,-1.00083437644887,0.0335576777276098
"X._kids",-1.00083437644887,0,0,-1.00083437644887,0.0183107883065242
"X._train",0,0,0,0,0.000363540664663216
"X._protect",0,0,0,0,0.00696474683386956
"X._blackhistorymonth",1.73584477360154,1.41654074976142,0,1.66925808255457,0.0117978508906725
"X._lynchingsinamerica",1.73447209746242,0,0,1.73623888001094,0.0302071462050081
"X._bluewave2018",0,1.41657492492687,0,1.41651565717516,0.0918542279389356
"X._mindblown",2.00645561677834,0,0,2.00655187594758,0.0153043080953004
"X._magaforall",0,0,0,0,0.00487291483122133
"X._militaryparade",1.73634171245769,0,0,1.73633918341901,0.0130735504722159
"X._sadistic",0.0451801765435657,0,0,0.00298566591392497,0.0116940910296401
"X._marjorystonemandouglashighschool",0,0,0,0,0.00318824642202882
"X._veteran",0,0,0,0,0.0279826127068452
"X._samnunberg",-1.00083437644887,1.00083437644887,0,-0.0327874526960636,0.0558067924020168
"X._threatening",1.41615133725778,0,0,1.41657649394966,0.0546464146095085
"X._journalists",2.5018608747048,2.00609361177121,0,2.72498051219425,0.131935366472185
"X._enough",0.607270957406733,3.0160573322966,0,2.76831035309286,0.21373001852271
"X._theresistance",0.44979718131098,1.26502870782457,0,1.39103823568788,0.122924605422464
"X._whatif",0,0,0,0,0.0279469434046714
"X._stopnraamazon",0,0,0,0,0.0305502445844388
"X._momsdemandaction",1.00083437644887,0,0,1.00083437644887,0.0108590207712178
"X._powertotheteens",0,0,0,0,0.00344426685603371
"X._bloodmoney",1.13983057451907,4.65311459612491,1.00083437644887,3.66733253875465,0.44155778764465
"X._swat",0,1.00083437644887,0,1.00083437644887,0.0104406143436912
"X._ar15stories",1.00083437644887,0,0,1.00083437644887,0.0137417053177233
"X._tyaranny",1.00083437644887,1.00083437644887,0,1.41632637245982,0.0209097518479287
"X._fedexrocks",0,0,0,0,0.0235426781918712
"X._ocra",0,1.41569373618379,0,1.41653293546207,0.0211787008443936
"X._newday",0,1.41630181216937,0,1.41657613700087,0.0167206505293628
"X._oscars90",0,-1.00083437644887,0,-1.00083437644887,0.0204154003034748
"X._trumpville",0,0,0,0,0.0044050786937157
"X._sheriff",0,1.00083437644887,0,1.00083437644887,0.00151334646092219
"X._midterms2018",0,0,0,0,0.0122836670158027
"X._insane",0,0,0,0,0.000756017308073303
"X._corrupt",1.00083437644887,0,0,1.00083437644887,0.00264257779120595
"X._deathpenalty",1.00083437644887,0,0,1.00083437644887,0.0081445394765402
"X._cop",0,0,0,0,0.00753906313460612
"X._murdering",0,0,0,0,0.0158308987852767
"X._congress",1.65736881574101,3.29882845118241,0,3.30492988926409,0.16953480250059
"X._fbr",0,0,0,0,0.0036317080395193
"X._media",-1.00083437644887,-1.00083437644887,0,-1.00083437644887,0.0897990107239782
"X._barackobama",0,0,0,0,0.00467136828464691
"X._aca",1.00083437644887,0,0,1.00083437644887,0.00861919340649954
"X._boycottgeorgia",1.00083437644887,0,0,1.00083437644887,0.00839563402792994
"X._gopisanorganizedcrimegang",1.00083437644887,0,0,1.00083437644887,0.0204888177658495
"X._fightback",0,0,0,0,0.00374218588624112
"X._banassaultweaponsnow",2.24475676183395,0,0,2.24519268531414,0.0862434857956139
"X._nrakillskids",0.866534277799526,3.16894414107664,0,2.31780726310368,0.241648677751515
"X._boycottnrasponsors",2.55286198597402,1.00229186292024,0,2.67916174408495,0.106519681998041
"X._children",0,0,0,0,0.0138054533891659
"X._corporatesocialresponsibility",0,0,0,0,0.0142087076840289
"X._violent",0,0,0,0,0.000740186617063333
"X._men",0,0,0,0,0.000291074327615603
"X._russiancollusion",0,0,0,0,0.0152679823180435
"X._california",0,0,0,0,0.0170712618523256
"X._liberallie",0,1.73616904753943,0,1.73585061075192,0.0284932775351708
"X._gunfreezone",0,2.46122743564865,0,2.46151547361873,0.0353855289858402
"X._truth",1.65178089902811,0.546567596578646,0,1.66791586466575,0.0702226859681126
"X._flag",0,2.46012692046736,0,2.46138440407493,0.0223178560450204
"X._country",1.41403284973799,1.41592436685089,0,1.63663417643818,0.0262710693015402
"X._anthem",0,1.00083437644887,0,1.00083437644887,0.0110051563652311
"X._istandwiththenra",1.00083437644887,0.0383123566151607,0,0.569824722560654,0.0814684078651655
"X._socialism",0,0,0,0,0.00819652479690817
"X._comey",0,0,0,0,0.0114268365773087
"X._votered",0,0,0,0,0.0203708262047895
"X._2018midterms",-1.41640193646921,0,0,-1.41652368350347,0.0272710017911775
"X._shallnotbeinfringed",1.00083437644887,1.41607493207273,0,1.35192720299958,0.0847157273089725
"X._georgia",1.40244167649307,1.63083711169343,0,2.19855694626973,0.145322931707663
